2023-02-19,0.293,0.293,0.293,0.293,-2.33,
2023-02-21,0.295,0.295,0.295,0.295,0.68,
2023-02-22,0.288,0.288,0.28,0.284,-3.73,
2023-02-23,0.274,0.274,0.259,0.268,-5.63,
2023-02-24,0.257,0.257,0.257,0.257,-4.1,
2023-02-25,0.257,0.257,0.257,0.257,-4.1,
