2023-02-03;3.37;3.43;3.34;3.43;1.18
2023-02-04;3.37;3.43;3.34;3.43;1.18
2023-02-05;3.37;3.43;3.34;3.43;1.18
2023-02-06;3.34;3.42;3.34;3.42;-0.29
2023-02-07;3.39;3.41;3.32;3.37;-1.46
2023-02-08;3.32;3.35;3.32;3.35;-0.59
2023-02-09;3.35;3.41;3.33;3.33;-0.6
2023-02-10;3.39;3.41;3.37;3.37;1.2
2023-02-11;3.39;3.41;3.37;3.37;1.2
2023-02-12;3.39;3.41;3.37;3.37;1.2
2023-02-15;3.35;3.42;3.35;3.42;1.48
2023-02-16;3.35;3.35;3.35;3.35;-2.05
2023-02-17;3.41;3.41;3.41;3.41;1.79
2023-02-18;3.41;3.41;3.41;3.41;1.79
2023-02-19;3.41;3.41;3.41;3.41;1.79
2023-02-21;3.36;3.41;3.33;3.33;-2.35
2023-02-22;3.4;3.4;3.32;3.39;1.8
2023-02-23;3.39;3.39;3.32;3.32;-2.06
2023-02-24;3.39;3.39;3.37;3.37;1.51
2023-02-25;3.39;3.39;3.37;3.37;1.51
