Date,Open,High,Low,Close,Adj Close,Volume
2022-02-25,0.470000,0.497000,0.446000,0.478000,0.442195,226695
2022-02-28,0.477000,0.477000,0.455000,0.473000,0.437569,15731
2022-03-01,0.474000,0.493000,0.445000,0.450000,0.416292,45158
2022-03-02,0.468000,0.468000,0.450000,0.458000,0.423693,38119
2022-03-03,0.440000,0.450000,0.432000,0.446000,0.412592,65628
2022-03-04,0.464000,0.464000,0.430000,0.450000,0.416292,60282
2022-03-07,0.419000,0.446000,0.392000,0.420000,0.388539,110858
2022-03-08,0.434000,0.460000,0.412000,0.460000,0.425543,177705
2022-03-09,0.460000,0.479000,0.445000,0.445000,0.411667,112681
2022-03-10,0.467000,0.467000,0.430000,0.439000,0.406116,84861
2022-03-11,0.458000,0.458000,0.426000,0.432000,0.399640,32698
2022-03-14,0.421000,0.442000,0.421000,0.441000,0.407966,73448
2022-03-15,0.432000,0.455000,0.432000,0.448000,0.414442,51774
2022-03-16,0.441000,0.474000,0.434000,0.474000,0.438494,111393
2022-03-17,0.454000,0.500000,0.454000,0.495000,0.457921,197195
2022-03-18,0.490000,0.518000,0.489000,0.516000,0.477348,356845
2022-03-21,0.540000,0.558000,0.522000,0.544000,0.503251,173477
2022-03-22,0.548000,0.560000,0.512000,0.520000,0.481049,248840
2022-03-23,0.520000,0.540000,0.510000,0.528000,0.488449,75544
2022-03-24,0.528000,0.534000,0.520000,0.520000,0.481049,7833
2022-03-25,0.532000,0.536000,0.512000,0.520000,0.481049,41630
2022-03-28,0.528000,0.532000,0.506000,0.520000,0.481049,31521
2022-03-29,0.536000,0.536000,0.512000,0.512000,0.473648,37441
2022-03-30,0.520000,0.520000,0.510000,0.510000,0.471798,4225
2022-03-31,0.522000,0.540000,0.512000,0.520000,0.481049,69443
2022-04-01,0.512000,0.524000,0.510000,0.518000,0.479199,15476
2022-04-04,0.528000,0.528000,0.512000,0.526000,0.486599,30420
2022-04-05,0.516000,0.530000,0.502000,0.528000,0.488449,24082
2022-04-06,0.502000,0.526000,0.494000,0.506000,0.468097,88453
2022-04-07,0.522000,0.522000,0.512000,0.514000,0.475498,2220
2022-04-08,0.518000,0.518000,0.500000,0.512000,0.473648,13454
2022-04-11,0.502000,0.516000,0.496000,0.506000,0.468097,20150
2022-04-12,0.499000,0.508000,0.499000,0.506000,0.468097,2935
2022-04-13,0.499000,0.506000,0.498000,0.506000,0.468097,7255
2022-04-14,0.500000,0.518000,0.500000,0.514000,0.475498,21645
2022-04-19,0.512000,0.512000,0.497000,0.508000,0.469948,15286
2022-04-20,0.500000,0.510000,0.497000,0.508000,0.469948,9065
